-0.0505 0.5164 (-0.8877) R2 = 0.9102,-0.0705 0.6168 (-1.1757) R2 = 0.8997
0.1705 0.8926 (6.5261) R2 = 0.9810,0.1769 0.9389 (6.6106) R2 = 0.9800
