0.0570 0.5500 (1.1356) R2 = 0.9303,0.0728 0.6794 (1.3413) R2 = 0.9184
0.1409 0.8472 (4.1438) R2 = 0.9681,0.1664 0.9842 (4.4377) R2 = 0.9610
