CUB(val),CUB(test),LFW(val)
4269.43±130.90 3386.19±44.11 3400.24±59.42 801.48±4.34 1019.93±8.46,4329.94±91.71 3450.41±33.36 3461.87±25.57 801.31±1.86 1021.44±4.81,6370.63±790.53 4710.46±192.77 4582.96±225.62 1262.98±64.43 1836.98±127.53
